frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,-0.00,0,152.00,0.02,2500,0,0,0
1,0.01668,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,-0.00,0,152.00,0.02,2500,0,0,0
2,0.03337,free_swing,660,481,659,633,-1.153,-0.377,0,-0.00,-0.00,0,152.00,0.02,2500,0,0,0
3,0.05005,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
4,0.06673,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
5,0.08342,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
6,0.1001,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
7,0.11678,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
8,0.13347,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
9,0.15015,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
10,0.16683,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
11,0.18352,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
12,0.2002,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,0.00,0,152.00,0.02,2500,0,0,0
13,0.21688,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,1.97,0,152.00,0.02,2500,0,0,0
14,0.23357,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,-6.01,0,152.00,0.02,2500,0,0,0
15,0.25025,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,-3.23,0,152.00,0.02,2500,0,0,0
16,0.26693,free_swing,660,481,658,633,-1.153,-0.754,0,0.00,-6.01,0,152.01,0.01,2500,0,0,0
17,0.28362,free_swing,660,481,659,633,-1.153,-0.377,0,0.00,1.97,0,152.00,0.02,2500,0,0,0
